manufacturer,model,displ,year,cyl,trans,drv,cty,hwy,fl,class
ford,f150 pickup 4wd,5.4,1999,8,auto(l4),4,11,15,r,pickup
ford,f150 pickup 4wd,4.2,1999,6,auto(l4),4,14,17,r,pickup
volkswagen,jetta,2,2008,4,auto(s6),f,22,29,p,compact
ford,mustang,4,2008,6,auto(l5),r,16,24,r,subcompact
volkswagen,jetta,2.5,2008,5,auto(s6),f,21,29,r,compact
volkswagen,jetta,2,1999,4,manual(m5),f,21,29,r,compact
nissan,maxima,3,1999,6,auto(l4),f,18,26,r,midsize
hyundai,sonata,2.4,1999,4,auto(l4),f,18,26,r,midsize
volkswagen,new beetle,2.5,2008,5,auto(s6),f,20,29,r,subcompact
hyundai,tiburon,2.7,2008,6,manual(m5),f,17,24,r,subcompact
volkswagen,new beetle,2.5,2008,5,manual(m5),f,20,28,r,subcompact
ford,f150 pickup 4wd,4.2,1999,6,manual(m5),4,14,17,r,pickup
dodge,caravan 2wd,3.3,1999,6,auto(l4),f,16,22,r,minivan
volkswagen,passat,1.8,1999,4,manual(m5),f,21,29,p,midsize
toyota,camry,2.2,1999,4,auto(l4),f,21,27,r,midsize
jeep,grand cherokee 4wd,3,2008,6,auto(l5),4,17,22,d,suv
chevrolet,malibu,3.5,2008,6,auto(l4),f,18,29,r,midsize
chevrolet,c1500 suburban 2wd,6,2008,8,auto(l4),r,12,17,r,suv
subaru,forester awd,2.5,2008,4,manual(m5),4,19,25,p,suv
audi,a4 quattro,2,2008,4,manual(m6),4,20,28,p,compact
