manufacturer,model,displ,year,cyl,trans,drv,cty,hwy,fl,class
nissan,altima,2.4,1999,4,auto(l4),f,19,27,r,compact
ford,f150 pickup 4wd,5.4,2008,8,auto(l4),4,13,17,r,pickup
toyota,toyota tacoma 4wd,2.7,1999,4,manual(m5),4,15,20,r,pickup
dodge,caravan 2wd,3.3,2008,6,auto(l4),f,17,24,r,minivan
dodge,ram 1500 pickup 4wd,4.7,2008,8,manual(m6),4,12,16,r,pickup
jeep,grand cherokee 4wd,4,1999,6,auto(l4),4,15,20,r,suv
dodge,dakota pickup 4wd,4.7,2008,8,auto(l5),4,14,19,r,pickup
dodge,caravan 2wd,3.8,2008,6,auto(l6),f,16,23,r,minivan
dodge,caravan 2wd,3.3,2008,6,auto(l4),f,17,24,r,minivan
hyundai,tiburon,2.7,2008,6,manual(m6),f,16,24,r,subcompact
ford,explorer 4wd,5,1999,8,auto(l4),4,13,17,r,suv
audi,a6 quattro,2.8,1999,6,auto(l5),4,15,24,p,midsize
mercury,mountaineer 4wd,4.6,2008,8,auto(l6),4,13,19,r,suv
volkswagen,jetta,2.5,2008,5,auto(s6),f,21,29,r,compact
dodge,caravan 2wd,3.8,1999,6,auto(l4),f,15,21,r,minivan
dodge,ram 1500 pickup 4wd,5.2,1999,8,manual(m5),4,11,16,r,pickup
dodge,dakota pickup 4wd,3.7,2008,6,manual(m6),4,15,19,r,pickup
volkswagen,gti,2,1999,4,auto(l4),f,19,26,r,compact
dodge,caravan 2wd,2.4,1999,4,auto(l3),f,18,24,r,minivan
audi,a6 quattro,4.2,2008,8,auto(s6),4,16,23,p,midsize
