manufacturer,model,displ,year,cyl,trans,drv,cty,hwy,fl,class
subaru,forester awd,2.5,2008,4,auto(l4),4,18,23,p,suv
subaru,impreza awd,2.5,2008,4,auto(s4),4,20,25,p,compact
jeep,grand cherokee 4wd,5.7,2008,8,auto(l5),4,13,18,r,suv
toyota,camry solara,3.3,2008,6,auto(s5),f,18,27,r,compact
ford,f150 pickup 4wd,5.4,2008,8,auto(l4),4,13,17,r,pickup
audi,a4,2.8,1999,6,auto(l5),f,16,26,p,compact
ford,explorer 4wd,5,1999,8,auto(l4),4,13,17,r,suv
land rover,range rover,4.4,2008,8,auto(s6),4,12,18,r,suv
nissan,maxima,3,1999,6,auto(l4),f,18,26,r,midsize
dodge,caravan 2wd,3.8,1999,6,auto(l4),f,15,22,r,minivan
nissan,pathfinder 4wd,3.3,1999,6,manual(m5),4,15,17,r,suv
honda,civic,1.8,2008,4,auto(l5),f,25,36,r,subcompact
ford,mustang,3.8,1999,6,auto(l4),r,18,25,r,subcompact
toyota,camry solara,2.2,1999,4,manual(m5),f,21,29,r,compact
dodge,ram 1500 pickup 4wd,4.7,2008,8,manual(m6),4,12,16,r,pickup
volkswagen,gti,2,2008,4,manual(m6),f,21,29,p,compact
jeep,grand cherokee 4wd,3,2008,6,auto(l5),4,17,22,d,suv
volkswagen,jetta,2,1999,4,manual(m5),f,21,29,r,compact
dodge,ram 1500 pickup 4wd,4.7,2008,8,auto(l5),4,9,12,e,pickup
toyota,camry,2.2,1999,4,manual(m5),f,21,29,r,midsize
